"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3582516,"       (2011 UV63)","2011 UV63",,,Y,Y,0,21.70,,,,,,,,,,,,,,,,,,,"JPL 28",2460200.5,60200,2023-09-13.0,J2000,0.1338,1.193,1.033,9.79,13.67,189.90,230.41,1.35,0.7567,2460371.75,2024-03-02.2,476,1.3,0.0329,12.8,3.6,5.3,1.9e-07,3.4e-08,2.5e-07,1.6e-05,4.3e-05,1.8e-04,9.1e-05,3.8e-08,3.2e-08,1.1e-04,2.0e-05,AMO,"Otto Matic",3069,2011-10-21,2020-03-16,78,,,1,.50902,,,,,,,,,
3585470,"       (2011 UE305)","2011 UE305",,,Y,Y,0,21.23,,,,,,,,,,,,,,,,,,,"JPL 28",2460200.5,60200,2023-09-13.0,J2000,0.6710,2.421,0.796,4.72,303.67,52.97,63.93,4.04,0.2617,2459956.23,2023-01-11.7,1.38e+03,3.77,0.0137,5.35,1.46,3.16,3.6e-07,3.6e-08,8.7e-07,2.2e-05,1.6e-04,1.4e-04,3.0e-05,6.0e-08,5.9e-09,1.1e-04,3.1e-05,APO,"Otto Matic",1326,2011-10-30,2015-06-17,86,,,0,.6365,,,,,,,,,
3586027,"       (2011 VU5)","2011 VU5",,,Y,Y,0,20.40,,,,,,,,,,,,,,,,,,,"JPL 14",2460200.5,60200,2023-09-13.0,J2000,0.5565,2.198,0.975,30.47,44.01,24.99,225.21,3.42,0.3024,2460646.27,2024-12-01.7,1.19e+03,3.26,0.0164,6.37,2.12,3.3,1.1e-05,5.6e-05,2.1e-07,3.3e-04,1.0e-04,1.6e-04,4.9e-02,8.7e-05,1.2e-05,1.8e-01,4.5e-02,APO,"Otto Matic",126,2011-10-17,2012-02-20,44,,,5,.33639,,,,,,,,,
3587872,"       (2011 WA)","2011 WA",,,Y,Y,0,21.67,,,,,,,,,,,,,,,,,,,"JPL 28",2460200.5,60200,2023-09-13.0,J2000,0.2856,0.8447,0.603,30.38,51.51,206.11,218.30,1.09,1.27,2460312.12,2024-01-02.6,284,0.776,0.05,19.5,3.95,6.83,4.9e-07,1.4e-09,4.2e-07,7.3e-05,3.8e-06,8.4e-05,1.7e-04,1.8e-09,3.1e-09,1.3e-04,6.9e-07,ATE,"Otto Matic",2561,2011-11-16,2018-11-20,256,,,0,.34956,,,,,,,,,
3589298,"       (2011 WN46)","2011 WN46",,,Y,Y,0,21.09,,,,,,,,,,,,,,,,,,,"JPL 6",2455894.5,55894,2011-11-29.0,J2000,0.4145,1.146,0.671,26.57,43.11,104.11,312.07,1.62,0.8036,2455954.14,2012-01-27.6,448,1.23,0.0453,17.6,3.55,5.3,9.4e-04,1.5e-03,2.3e-04,7.4e-02,3.2e-02,4.9e-02,1.4e-01,2.1e-03,1.6e-03,6.0e-02,8.7e-01,APO,"Otto Matic",10,2011-11-27,2011-12-07,28,,,8,.60417,,,,,,,,,
3589302,"       (2011 WR46)","2011 WR46",,,Y,Y,0,20.00,,,,,,,,,,,,,,,,,,,"JPL 14",2455896.5,55896,2011-12-01.0,J2000,0.8948,2.473,0.260,4.87,240.74,323.36,347.74,4.69,0.2535,2455944.87,2012-01-18.3,1.42e+03,3.89,0.0278,10.8,0.439,2.72,9.8e-04,1.9e-02,4.4e-04,1.5e-02,3.0e-02,2.4e-02,1.5e-01,3.6e-02,2.9e-03,4.5e-02,1.6e+01,APO,"Otto Matic",11,2011-11-27,2011-12-08,126,,,8,.33994,,,,,,,,,
3591407,"       (2011 XA3)","2011 XA3",,,Y,Y,0,20.46,,,,,,,,,,0.73,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0,J2000,0.9260,1.467,0.109,28.07,273.36,323.99,196.40,2.82,0.5548,2460495.36,2024-07-03.8,649,1.78,0.034,13.2,2.46,3.9,1.1e-07,2.0e-08,1.6e-07,4.8e-05,1.5e-05,2.4e-05,4.4e-05,3.8e-08,1.1e-08,8.5e-05,1.3e-05,APO,"Otto Matic",4004,2011-11-26,2022-11-12,156,,,0,.36452,,,,,,,,,
3591595,"       (2011 YE6)","2011 YE6",,,Y,Y,0,21.00,,,,,,,,,,,,,,,,,,,"JPL 15",2460200.5,60200,2023-09-13.0,J2000,0.7290,2.813,0.762,3.06,182.05,348.29,163.48,4.86,0.2089,2459417.91,2021-07-22.4,1.72e+03,4.72,0.0435,16.9,0.188,2.85,2.7e-05,2.1e-04,2.1e-05,7.8e-05,1.6e-03,1.6e-03,1.1e-01,3.6e-04,2.3e-05,4.4e-01,1.9e-01,APO,"Otto Matic",169,2011-11-30,2012-05-17,87,,,5,.43378,,,,,,,,,
3591611,"       (2011 YG6)","2011 YG6",,,Y,Y,0,21.09,,,,,,,,,,,,,,,,,,,"JPL 32",2460200.5,60200,2023-09-13.0,J2000,0.2989,1.164,0.816,28.06,92.82,267.37,177.76,1.51,0.7844,2459973.87,2023-01-29.3,459,1.26,0.0246,9.57,4.02,5.26,2.6e-07,7.9e-09,3.1e-07,2.0e-05,6.3e-06,2.9e-05,1.6e-05,1.0e-08,8.0e-09,2.0e-05,4.7e-06,APO,"Otto Matic",1839,2011-12-24,2017-01-05,201,,,0,.27951,,,,,,,,,
3591721,"       (2011 YH28)","2011 YH28",,,Y,Y,0,20.55,,,,,,,,,,,,,,,,,,,"JPL 18",2460200.5,60200,2023-09-13.0,J2000,0.7160,2.617,0.743,8.69,284.40,288.43,252.61,4.49,0.2328,2460661.85,2024-12-17.3,1.55e+03,4.23,0.00608,2.37,0.906,2.97,1.2e-05,7.2e-05,1.2e-05,1.4e-04,1.3e-03,1.4e-03,4.2e-02,1.2e-04,9.5e-06,2.0e-01,6.3e-02,APO,"Otto Matic",182,2011-12-27,2012-06-26,71,,,5,.48042,,,,,,,,,
3591722,"       (2011 YJ28)","2011 YJ28",,,Y,Y,0,21.32,,,,,,,,,,,,,,,,,,,"JPL 30",2460200.5,60200,2023-09-13.0,J2000,0.0925,1.06,0.962,27.08,290.10,305.98,138.25,1.16,0.9032,2460047.44,2023-04-12.9,399,1.09,0.02,7.77,3.97,5.71,9.2e-08,1.0e-09,9.8e-08,3.0e-05,6.4e-06,6.5e-05,6.7e-05,1.1e-09,1.3e-09,7.4e-05,5.7e-07,APO,"Otto Matic",4403,2011-12-27,2024-01-16,181,,,0,.46377,,,,,,,,,
3591886,"       (2011 YV62)","2011 YV62",,,Y,Y,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 10",2460200.5,60200,2023-09-13.0,J2000,0.5997,1.636,0.655,7.79,243.84,85.37,263.53,2.62,0.4708,2460405.40,2024-04-04.8,765,2.09,0.00327,1.27,2.81,4.07,6.7e-07,4.6e-07,1.0e-06,1.9e-05,1.6e-04,1.2e-04,1.1e-03,7.3e-07,2.0e-07,2.3e-03,3.2e-04,APO,"Otto Matic",1173,2011-12-30,2015-03-17,57,,,2,.48045,,,,,,,,,
3592225,"       (2012 AD3)","2012 AD3",,,Y,Y,0,19.70,,,,,,,,,,,,,,,,,,,"JPL 18",2460200.5,60200,2023-09-13.0,J2000,0.6061,2.196,0.865,5.22,149.77,216.16,246.50,3.53,0.3028,2460575.34,2024-09-21.8,1.19e+03,3.26,0.0249,9.69,1.94,3.4,7.9e-07,7.2e-07,2.0e-06,3.2e-05,3.0e-04,3.8e-04,4.3e-04,1.2e-06,1.5e-07,1.6e-03,5.8e-04,APO,"Otto Matic",1135,2012-01-02,2015-02-10,59,,,2,.57279,,,,,,,,,
3595774,"       (2012 AA11)","2012 AA11",,,Y,Y,0,20.14,,,,,,,,,,14.19,,,,,,,,,"JPL 79",2460200.5,60200,2023-09-13.0,J2000,0.4856,1.977,1.017,6.42,21.12,146.11,47.88,2.94,0.3546,2460065.46,2023-04-30.9,1.02e+03,2.78,0.0465,18.1,2.04,3.7,1.4e-08,1.5e-08,3.0e-08,4.0e-06,1.3e-05,1.7e-05,2.0e-05,2.2e-08,4.0e-09,5.5e-05,1.1e-05,APO,"Otto Matic",3969,2012-01-14,2022-11-26,718,,,0,.33007,,,,,,,,,
3596143,"       (2012 BS23)","2012 BS23",,,Y,Y,0,21.50,,,,,,,,,,,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0,J2000,0.5791,1.936,0.815,5.39,317.74,258.91,84.58,3.06,0.3659,2459969.34,2023-01-24.8,984,2.69,0.0309,12,1.96,3.68,1.2e-07,2.6e-08,2.1e-07,2.2e-05,5.5e-05,6.1e-05,2.7e-05,4.2e-08,7.5e-09,7.0e-05,2.0e-05,APO,"Otto Matic",3132,2012-01-20,2020-08-17,83,,,0,.54619,,,,,,,,,
3596144,"       (2012 BT23)","2012 BT23",,,Y,Y,0,18.93,,,,,,,,,,,,,,,,,,,"JPL 103",2460200.5,60200,2023-09-13.0,J2000,0.6004,1.975,0.789,9.11,182.28,43.28,37.61,3.16,0.3551,2460094.59,2023-05-30.0,1.01e+03,2.78,0.0498,19.4,1.85,3.61,1.4e-08,2.8e-09,2.6e-08,9.2e-06,4.3e-05,4.1e-05,2.9e-06,4.5e-09,7.5e-10,8.0e-06,2.1e-06,APO,"Otto Matic",9224,1998-07-19,2023-10-20,633,1,0,0,.37133,,,,,,,,,
3596491,"       (2012 BU61)","2012 BU61",,,Y,Y,0,21.48,,,,,,,,,,,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0,J2000,0.7772,2.526,0.563,5.23,296.23,74.02,340.90,4.49,0.2455,2460278.31,2023-11-29.8,1.47e+03,4.01,0.0264,10.3,1.12,2.93,3.3e-07,6.1e-09,8.3e-07,3.8e-05,8.4e-05,1.3e-04,3.0e-06,1.1e-08,8.8e-10,1.2e-05,5.3e-06,APO,"Otto Matic",4371,2012-01-26,2024-01-14,87,,,0,.42694,,,,,,,,,
3596845,"       (2012 BJ86)","2012 BJ86",,,Y,Y,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 23",2460200.5,60200,2023-09-13.0,J2000,0.6373,1.981,0.719,1.34,301.90,99.97,77.73,3.24,0.3535,2459980.63,2023-02-05.1,1.02e+03,2.79,0.00315,1.23,2.19,3.58,5.3e-07,1.4e-07,1.1e-06,2.1e-05,2.3e-04,2.6e-04,1.8e-04,2.3e-07,3.8e-08,4.9e-04,1.1e-04,APO,"Otto Matic",1090,2012-01-29,2015-01-23,80,,,1,.39182,,,,,,,,,
3596848,"       (2012 BM86)","2012 BM86",,,Y,Y,0,21.88,,,,,,,,,,,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0,J2000,0.6359,2.148,0.782,11.37,163.93,56.59,226.37,3.51,0.3131,2460627.26,2024-11-12.7,1.15e+03,3.15,0.0195,7.6,1.57,3.4,4.5e-08,1.8e-08,9.2e-08,1.8e-05,4.2e-05,4.0e-05,1.5e-05,3.0e-08,4.0e-09,5.3e-05,1.5e-05,APO,"Otto Matic",1273,2012-01-29,2015-07-25,72,,,0,.45028,,,,,,,,,
3597095,"       (2012 BB124)","2012 BB124",,,Y,Y,0,21.09,,,,,,,,,,,,,,,,,,,"JPL 52",2460200.5,60200,2023-09-13.0,J2000,0.2111,1.155,0.911,15.79,137.64,122.77,23.43,1.40,0.7943,2460171.01,2023-08-14.5,453,1.24,0.02,7.79,3.7,5.39,5.1e-08,3.0e-09,5.8e-08,6.7e-06,9.2e-06,1.4e-05,1.1e-05,3.6e-09,3.1e-09,1.4e-05,1.8e-06,APO,"Otto Matic",16893,1976-08-27,2022-11-27,219,,,0,.42523,,,,6.8e-14,7.0e-15,,,,
3599062,"       (2012 CA21)","2012 CA21",,,Y,Y,0,19.25,,,,,,,,,,,,,,,,,,,"JPL 31",2460200.5,60200,2023-09-13.0,J2000,0.6564,2.661,0.914,28.67,127.95,35.87,236.52,4.41,0.227,2460744.38,2025-03-09.8,1.59e+03,4.34,0.0021,0.818,1.13,2.9,5.0e-08,9.1e-08,1.2e-07,1.8e-05,2.5e-05,3.8e-05,5.6e-05,1.5e-07,1.2e-08,2.7e-04,8.1e-05,APO,"Otto Matic",3435,2012-02-12,2021-07-09,144,,,0,.49732,,,,,,,,,
3599930,"       (2012 CA55)","2012 CA55",,,Y,Y,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 26",2460200.5,60200,2023-09-13.0,J2000,0.4796,1.801,0.937,8.64,175.90,41.51,255.44,2.67,0.4077,2460456.97,2024-05-26.4,883,2.42,0.0128,4.98,2.32,3.91,1.2e-05,3.9e-05,5.1e-07,1.7e-04,1.2e-04,2.2e-04,5.4e-02,5.8e-05,1.3e-05,1.4e-01,2.9e-02,APO,"Otto Matic",191,2012-02-01,2012-08-10,147,,,5,.49709,,,,,,,,,
3599862,"       (2012 DE31)","2012 DE31",,,Y,Y,0,21.70,,,,,,,,,,,,,,,,,,,"JPL 8",2460200.5,60200,2023-09-13.0,J2000,0.3729,1.15,0.721,29.69,141.64,262.18,196.79,1.58,0.7988,2460404.81,2024-04-04.3,451,1.23,0.0433,16.9,4.02,5.28,4.4e-04,6.4e-04,1.0e-04,3.3e-02,4.2e-03,4.0e-02,3.1e+00,8.7e-04,6.6e-04,4.1e+00,3.7e-01,APO,"Otto Matic",22,2012-02-24,2012-03-17,42,,,7,.53878,,,,,,,,,
3599866,"       (2012 DK31)","2012 DK31",,,Y,Y,0,21.98,,,,,,,,,,,,,,,,,,,"JPL 20",2460200.5,60200,2023-09-13.0,J2000,0.5766,0.6938,0.294,11.17,165.18,149.28,226.58,1.09,1.706,2460278.73,2023-11-30.2,211,0.578,0.0257,9.99,4.2,8.09,7.6e-08,7.3e-09,5.2e-08,1.8e-05,3.7e-05,3.7e-05,2.6e-05,1.2e-08,2.7e-08,1.6e-05,3.3e-06,ATE,"Otto Matic",3983,2012-02-24,2023-01-20,151,,,1,.39745,,,,,,,,,
3601471,"       (2012 FQ1)","2012 FQ1",,,Y,Y,0,19.30,,,,,,,,,,,,,,,,,,,"JPL 25",2460200.5,60200,2023-09-13.0,J2000,0.6159,2.604,1.000,5.17,98.27,169.29,231.34,4.21,0.2345,2460749.18,2025-03-14.6,1.54e+03,4.2,0.00739,2.87,0.911,3.11,8.5e-07,5.6e-07,2.3e-06,3.5e-05,3.3e-04,3.1e-04,5.3e-04,9.1e-07,7.6e-08,2.4e-03,5.0e-04,APO,"Otto Matic",1427,2012-03-16,2016-02-11,76,,,2,.62954,,,,,,,,,
3601472,"       (2012 FR1)","2012 FR1",,,Y,Y,0,19.10,,,,,,,,,,,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0,J2000,0.7100,2.179,0.632,13.29,354.57,87.20,234.25,3.73,0.3065,2460610.84,2024-10-27.3,1.17e+03,3.22,0.0127,4.94,1.89,3.27,2.7e-07,3.8e-07,6.8e-07,1.4e-05,5.5e-05,5.1e-05,2.4e-04,6.5e-07,8.0e-08,8.9e-04,3.1e-04,APO,"Otto Matic",1125,2012-03-16,2015-04-15,72,,,1,.51443,,,,,,,,,
3602023,"       (2012 FG58)","2012 FG58",,,Y,Y,0,22.00,,,,,,,,,,,,,,,,,,,"JPL 21",2460200.5,60200,2023-09-13.0,J2000,0.5470,2.147,0.973,13.52,32.83,220.50,212.80,3.32,0.3133,2460670.27,2024-12-25.7,1.15e+03,3.15,0.038,14.8,1.84,3.47,8.0e-08,9.8e-08,1.6e-07,1.3e-05,2.2e-05,3.3e-05,9.5e-05,1.5e-07,2.1e-08,3.4e-04,7.9e-05,APO,"Otto Matic",1058,2012-03-28,2015-02-19,97,,,0,.3303,,,,,,,,,
3602063,"       (2012 FO62)","2012 FO62",,,Y,Y,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 24",2460200.5,60200,2023-09-13.0,J2000,0.5159,2.015,0.975,3.98,258.42,212.84,33.48,3.05,0.3447,2460103.37,2023-06-07.8,1.04e+03,2.86,0.0187,7.29,2.11,3.65,1.5e-06,3.5e-07,3.1e-06,1.9e-05,3.2e-04,4.1e-04,3.7e-04,5.2e-07,8.9e-08,1.0e-03,2.7e-04,APO,"Otto Matic",1152,2012-03-28,2015-05-24,82,,,1,.45024,,,,,,,,,
3602625,"       (2012 GV17)","2012 GV17",,,Y,Y,0,21.11,,,,,,,,,,,,,,,,,,,"JPL 28",2460200.5,60200,2023-09-13.0,J2000,0.4590,1.641,0.888,11.04,6.76,311.84,87.41,2.39,0.4687,2460014.00,2023-03-10.4,768,2.1,0.00554,2.16,2.97,4.15,9.6e-08,3.8e-08,1.5e-07,3.7e-05,5.7e-05,5.4e-05,7.1e-05,5.6e-08,1.6e-08,1.4e-04,2.7e-05,APO,"Otto Matic",1380,2010-06-12,2014-03-23,89,,,0,.49576,,,,,,,,,
3602685,"       (2012 HJ1)","2012 HJ1",,,Y,Y,0,17.95,,,,,,,,,,,,,,,,,,,"JPL 63",2460200.5,60200,2023-09-13.0,J2000,0.6065,2.003,0.788,31.30,44.63,291.26,321.18,3.22,0.3478,2460312.12,2024-01-02.6,1.04e+03,2.83,0.034,13.2,2.91,3.44,4.8e-08,8.9e-08,8.7e-08,2.0e-05,1.2e-05,1.7e-05,9.2e-05,1.4e-07,2.3e-08,2.7e-04,6.9e-05,APO,"Otto Matic",4044,2012-04-16,2023-05-13,363,,,0,.39141,,,,,,,,,
3602783,"       (2012 HG8)","2012 HG8",,,Y,Y,0,19.71,,,,,,,,,,,,,,,,,,,"JPL 55",2460200.5,60200,2023-09-13.0,J2000,0.7276,2.46,0.670,25.59,214.52,256.79,2.50,4.25,0.2555,2460190.72,2023-09-03.2,1.41e+03,3.86,0.000844,0.328,2.19,2.97,4.5e-08,3.4e-08,1.2e-07,1.8e-05,9.0e-06,1.5e-05,1.8e-05,5.9e-08,5.3e-09,7.1e-05,2.9e-05,APO,"Otto Matic",1456,2012-04-20,2016-04-15,336,,,0,.36367,,,,,,,,,
3603124,"       (2012 HG31)","2012 HG31",,,Y,Y,0,18.94,,,,,,,,,,,,,,,,,,,"JPL 95",2460200.5,60200,2023-09-13.0,J2000,0.5323,2.173,1.016,10.24,148.28,173.12,163.17,3.33,0.3078,2459670.37,2022-03-31.8,1.17e+03,3.2,0.00661,2.57,2.02,3.47,6.5e-08,2.5e-07,5.5e-08,4.7e-06,2.3e-05,2.3e-05,2.2e-04,3.9e-07,5.4e-08,6.3e-04,2.1e-04,APO,"Otto Matic",1089,2012-04-15,2015-04-09,525,,,1,.31658,,,,,,,,,
3603170,"       (2012 HZ33)","2012 HZ33",,,Y,Y,0,20.40,,,,,,,,,,,,,,,,,,,"JPL 32",2460200.5,60200,2023-09-13.0,J2000,0.2103,1.197,0.946,23.88,54.90,231.59,190.37,1.45,0.7522,2460425.99,2024-04-25.4,479,1.31,0.000131,0.0511,3.68,5.2,8.0e-08,8.9e-09,9.2e-08,1.2e-05,1.2e-05,3.0e-05,5.5e-05,1.1e-08,8.4e-09,7.5e-05,5.4e-06,APO,"Otto Matic",3162,2012-04-28,2020-12-24,174,,,0,.40679,,,,,,,,,
3604216,"       (2012 JS11)","2012 JS11",,,Y,Y,0,20.30,,,,,,,,,,,,,,,,,,,"JPL 51",2460200.5,60200,2023-09-13.0,J2000,0.6740,2.822,0.920,9.54,208.01,124.16,112.70,4.72,0.2079,2459658.32,2022-03-19.8,1.73e+03,4.74,0.0478,18.6,1.03,2.92,5.9e-07,3.8e-06,4.3e-07,8.8e-06,6.8e-05,7.0e-05,1.8e-03,6.4e-06,4.2e-07,7.4e-03,3.5e-03,APO,"Otto Matic",206,2012-05-15,2012-12-07,341,2,1,2,.38518,,,,,,,,,
3604304,"       (2012 KA4)","2012 KA4",,,Y,Y,0,21.16,,,,,,,,,,,,,,,,,,,"JPL 28",2460200.5,60200,2023-09-13.0,J2000,0.7799,1.1,0.242,5.80,214.89,237.50,332.46,1.96,0.8541,2460232.75,2023-10-15.2,422,1.15,0.026,10.1,3.29,5.3,8.5e-08,1.2e-08,9.5e-08,1.3e-05,8.4e-05,7.4e-05,6.2e-05,2.1e-08,1.4e-08,7.3e-05,6.9e-06,APO,"Otto Matic",2577,2012-05-17,2019-06-07,104,,,0,.5268,,,,,,,,,
3604618,"       (2012 KU12)","2012 KU12",,,Y,Y,0,21.60,,,,,,,,,,,,,,,,,,,"JPL 11",2460200.5,60200,2023-09-13.0,J2000,0.4886,1.638,0.838,8.63,53.07,74.38,195.67,2.44,0.4701,2460550.09,2024-08-27.5,766,2.1,0.0401,15.6,2.69,4.14,8.5e-06,2.3e-05,2.2e-06,1.2e-04,4.9e-05,2.4e-04,3.8e-02,3.4e-05,9.9e-06,8.9e-02,1.6e-02,APO,"Otto Matic",260,2011-09-25,2012-06-11,65,,,4,.55639,,,,,,,,,
3605576,"       (2012 LR1)","2012 LR1",,,Y,Y,0,20.51,,,,,,,,,,,,,,,,,,,"JPL 29",2460200.5,60200,2023-09-13.0,J2000,0.3814,1.337,0.827,42.32,83.09,66.58,166.21,1.85,0.6379,2459939.93,2022-12-26.4,564,1.55,0.00598,2.33,3.64,4.59,2.0e-07,3.7e-08,2.8e-07,3.7e-05,7.2e-06,3.8e-05,7.6e-05,5.1e-08,2.6e-08,1.1e-04,2.3e-05,APO,"Otto Matic",4054,2012-06-09,2023-07-16,129,,,1,.39833,,,,,,,,,
3605577,"       (2012 LZ1)","2012 LZ1",,,Y,Y,0,19.91,,,,,,,1.252,,0.012,12.87,,,,,,,,0.47,"JPL 54",2460200.5,60200,2023-09-13.0,J2000,0.5898,2.558,1.049,26.09,264.50,14.30,267.35,4.07,0.241,2460584.99,2024-10-01.4,1.49e+03,4.09,0.044,17.1,1.14,3.05,2.1e-08,8.4e-08,3.5e-08,1.1e-05,2.1e-06,3.4e-05,5.1e-05,1.3e-07,1.2e-08,2.3e-04,7.4e-05,AMO,"Otto Matic",3029,2012-06-10,2020-09-25,716,2,2,0,.27345,,,,,,,,,
3605764,"       (2012 LK11)","2012 LK11",,,Y,Y,0,20.28,,,,,,,,,,,,,,,,,,,"JPL 22",2460200.5,60200,2023-09-13.0,J2000,0.5933,2.427,0.987,5.15,152.18,159.99,340.26,3.87,0.2606,2460276.25,2023-11-27.7,1.38e+03,3.78,0.000494,0.192,1.46,3.24,9.5e-08,1.6e-07,2.2e-07,9.0e-06,1.9e-04,1.7e-04,1.1e-04,2.6e-07,2.6e-08,4.2e-04,1.4e-04,APO,"Otto Matic",1603,2012-06-15,2016-11-04,91,,,1,.42693,,,,,,,,,
3605890,"       (2012 MS4)","2012 MS4",,,Y,Y,0,18.68,,,,,,,,,,,,,,,,,,,"JPL 40",2460200.5,60200,2023-09-13.0,J2000,0.7207,2.264,0.632,67.68,265.85,257.56,127.27,3.90,0.2893,2459760.57,2022-06-30.0,1.24e+03,3.41,0.0361,14.1,3.46,2.65,2.1e-08,6.9e-09,5.0e-08,2.0e-05,2.7e-06,7.9e-06,3.3e-06,1.2e-08,1.3e-09,9.9e-06,5.7e-06,APO,"Otto Matic",6444,2001-11-20,2019-07-13,274,2,1,0,.33732,,,,,,,,,
3605900,"       (2012 MJ6)","2012 MJ6",,,Y,Y,0,21.07,,,,,,,,,,,,,,,,,,,"JPL 16",2460200.5,60200,2023-09-13.0,J2000,0.4898,1.823,0.930,9.23,82.19,127.36,224.10,2.72,0.4003,2460539.97,2024-08-17.4,899,2.46,0.0259,10.1,2.28,3.87,1.5e-07,9.2e-08,3.1e-07,3.2e-05,1.4e-04,6.1e-05,3.6e-05,1.4e-07,3.0e-08,1.1e-04,6.8e-05,APO,"Otto Matic",1862,2011-12-28,2017-02-01,40,,,1,.4136,,,,,,,,,
3605940,"       (2012 MZ6)","2012 MZ6",,,Y,Y,0,21.50,,,,,,,,,,,,,,,,,,,"JPL 13",2456106.5,56106,2012-06-28.0,J2000,0.7120,2.141,0.617,1.36,317.20,225.05,19.56,3.67,0.3146,2456044.32,2012-04-26.8,1.14e+03,3.13,0.0147,5.71,1.3,3.33,2.8e-03,1.7e-02,1.3e-03,8.4e-03,8.6e-02,6.3e-02,2.5e-01,2.9e-02,3.7e-03,8.0e-02,1.3e+01,APO,"Otto Matic",24,2012-06-21,2012-07-15,58,,,8,.33046,,,,,,,,,
3606220,"       (2012 NN)","2012 NN",,,Y,Y,0,20.90,,,,,,,,,,,,,,,,,,,"JPL 33",2460200.5,60200,2023-09-13.0,J2000,0.6273,2.575,0.960,4.63,237.52,6.31,260.77,4.19,0.2385,2460616.52,2024-11-02.0,1.51e+03,4.13,0.0288,11.2,0.841,3.11,1.7e-07,5.8e-07,6.5e-07,1.6e-05,3.4e-04,3.8e-04,3.5e-04,9.4e-07,8.0e-08,1.6e-03,5.1e-04,APO,"Otto Matic",1278,2012-07-13,2016-01-12,283,0,1,1,.27734,,,,,,,,,
3606252,"       (2012 OO)","2012 OO",,,Y,Y,0,20.64,,,,,,,,,,,,,,,,,,,"JPL 91",2460200.5,60200,2023-09-13.0,J2000,0.3836,1.697,1.046,4.84,160.89,179.92,359.37,2.35,0.4459,2460201.92,2023-09-14.4,807,2.21,0.037,14.4,3.06,4.12,1.6e-08,1.1e-09,2.8e-08,2.1e-06,2.5e-05,2.5e-05,4.2e-06,1.5e-09,4.2e-10,9.3e-06,7.6e-07,AMO,"Otto Matic",4196,2012-07-16,2024-01-11,604,0,2,0,.36391,,,,,,,,,
3606253,"       (2012 OQ)","2012 OQ",,,Y,Y,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 38",2460200.5,60200,2023-09-13.0,J2000,0.3950,1.191,0.720,7.10,294.01,100.74,157.56,1.66,0.7586,2459992.81,2023-02-17.3,475,1.3,0.0159,6.17,3.8,5.24,1.4e-07,1.3e-08,1.5e-07,7.6e-06,1.0e-05,2.2e-05,3.9e-05,1.8e-08,1.2e-08,4.8e-05,7.6e-06,APO,"Otto Matic",3540,2012-07-16,2022-03-26,415,2,2,0,.3097,,,,,,,,,
3606308,"       (2012 OP4)","2012 OP4",,,Y,Y,0,20.06,,,,,,,,,,25.89,,,,,,,,,"JPL 57",2460200.5,60200,2023-09-13.0,J2000,0.6584,2.118,0.724,20.65,143.58,262.82,197.51,3.51,0.3197,2460708.72,2025-02-02.2,1.13e+03,3.08,0.049,19.1,2.41,3.35,4.0e-08,8.6e-09,8.2e-08,1.5e-05,7.9e-06,1.1e-05,6.5e-06,1.4e-08,1.9e-09,2.3e-05,6.8e-06,APO,"Otto Matic",3503,2012-07-28,2022-03-01,365,,,0,.39095,,,,,,,,,
3607382,"       (2012 PS4)","2012 PS4",,,Y,Y,0,21.29,,,,,,,,,,,,,,,,,,,"JPL 15",2460200.5,60200,2023-09-13.0,J2000,0.5934,1.767,0.719,3.94,86.18,144.24,284.73,2.82,0.4195,2460379.90,2024-03-10.4,858,2.35,0.0462,18,2.18,3.88,1.7e-07,2.7e-08,3.0e-07,2.0e-05,1.0e-04,1.1e-04,2.4e-05,4.3e-08,9.6e-09,5.9e-05,2.0e-05,APO,"Otto Matic",4173,2012-08-07,2024-01-10,76,,,0,.25405,,,,,,,,,
