name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Grove Mountains 052771,50455,Valid,L5,43.12,Found,2006,-72.77806,75.31472,"(-72.77806, 75.31472)"
Grove Mountains 052772,50456,Valid,L6,48.24,Found,2006,-72.77722,75.31417,"(-72.77722, 75.31417)"
Grove Mountains 052775,48364,Valid,L5,22.0,Found,2006,-72.941667,75.291944,"(-72.941667, 75.291944)"
Grove Mountains 052776,50457,Valid,L6,18.76,Found,2006,-72.77778,75.31389,"(-72.77778, 75.31389)"
Grove Mountains 052782,50458,Valid,L6,15.42,Found,2006,-72.78139,75.31444,"(-72.78139, 75.31444)"
Grove Mountains 052783,50459,Valid,L6,15.29,Found,2006,-72.77944,75.31389,"(-72.77944, 75.31389)"
Grove Mountains 052786,50460,Valid,L6,67.46,Found,2006,-72.77528,75.33861,"(-72.77528, 75.33861)"
Grove Mountains 052788,50461,Valid,L6,66.47,Found,2006,-72.77528,75.33861,"(-72.77528, 75.33861)"
Grove Mountains 052792,50462,Valid,L5,50.61,Found,2006,-72.77528,75.33861,"(-72.77528, 75.33861)"
Grove Mountains 052793,48365,Valid,L5,31.44,Found,2006,-72.775278,75.338611,"(-72.775278, 75.338611)"
Grove Mountains 052796,46986,Valid,H4,0.77,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052797,46987,Valid,L5,1.64,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052799,46485,Valid,H6,5.58,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052800,48366,Valid,H5,2.44,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052802,50463,Valid,H4,1.41,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052820,48367,Valid,H4,1.46,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052822,48368,Valid,L6,0.77,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052829,50464,Valid,L6,3.35,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052833,50465,Valid,L6,1.56,Found,2006,-72.77528,75.35361,"(-72.77528, 75.35361)"
Grove Mountains 052834,48369,Valid,H5,2.62,Found,2006,-72.964722,75.216389,"(-72.964722, 75.216389)"
Grove Mountains 052835,48370,Valid,H5,1.77,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052860,48371,Valid,L6,1.6,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052861,50466,Valid,L6,2.95,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052862,50467,Valid,L6,1.58,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052863,48372,Valid,L5,1.3,Found,2006,-72.778056,75.337222,"(-72.778056, 75.337222)"
Grove Mountains 052869,48373,Valid,L5,0.83,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052871,48374,Valid,L6,0.75,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052872,50468,Valid,L6,0.51,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052881,50469,Valid,L6,8.35,Found,2006,-72.77528,75.35361,"(-72.77528, 75.35361)"
Grove Mountains 052882,46486,Valid,L6,4.36,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052883,48375,Valid,L5,0.95,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052884,48376,Valid,L6,1.83,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052885,46487,Valid,L6,7.79,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052886,50470,Valid,L5,5.16,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052887,50471,Valid,L5,2.51,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052888,50472,Valid,L6,2.58,Found,2006,-72.82528,75.35361,"(-72.82528, 75.35361)"
Grove Mountains 052889,48377,Valid,L6,1.56,Found,2006,-72.778056,75.334722,"(-72.778056, 75.334722)"
Grove Mountains 052892,48378,Valid,L6,5.27,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052894,48379,Valid,L6,5.07,Found,2006,-72.825278,75.353611,"(-72.825278, 75.353611)"
Grove Mountains 052896,50473,Valid,L5,2.8,Found,2006,-72.82528,75.3536,"(-72.82528, 75.3536)"
Grove Mountains 052904,46488,Valid,L6,474.0,Found,2006,-72.77833,75.31972,"(-72.77833, 75.31972)"
Grove Mountains 052905,50474,Valid,L6,359.0,Found,2006,-72.77917,75.31667,"(-72.77917, 75.31667)"
Grove Mountains 052910,46489,Valid,L5,53.51,Found,2006,-72.77917,75.31667,"(-72.77917, 75.31667)"
Grove Mountains 052911,48380,Valid,L5,28.12,Found,2006,-72.777778,75.332222,"(-72.777778, 75.332222)"
Grove Mountains 052912,50475,Valid,L5,19.02,Found,2006,-72.77861,75.3178,"(-72.77861, 75.3178)"
Grove Mountains 052913,50476,Valid,L5,15.48,Found,2006,-72.77917,75.31667,"(-72.77917, 75.31667)"
Grove Mountains 052914,48381,Valid,L5,20.32,Found,2006,-72.779167,75.316389,"(-72.779167, 75.316389)"
Grove Mountains 052917,48382,Valid,L6,1.19,Found,2006,-72.779167,75.316667,"(-72.779167, 75.316667)"
Grove Mountains 052919,48383,Valid,L5,1.46,Found,2006,-72.783889,75.308889,"(-72.783889, 75.308889)"
Grove Mountains 052920,48384,Valid,L5,0.94,Found,2006,-72.780556,75.313611,"(-72.780556, 75.313611)"
Grove Mountains 052934,48385,Valid,L6,2.86,Found,2006,-72.777778,75.3325,"(-72.777778, 75.3325)"
Grove Mountains 052935,50477,Valid,L6,2.56,Found,2006,-72.77833,75.29972,"(-72.77833, 75.29972)"
Grove Mountains 052938,48386,Valid,L6,0.74,Found,2006,-72.780278,75.286667,"(-72.780278, 75.286667)"
Grove Mountains 052946,48387,Valid,L6,1.4,Found,2006,-72.781389,75.297222,"(-72.781389, 75.297222)"
Grove Mountains 052957,48388,Valid,L6,0.76,Found,2006,-72.777222,75.337778,"(-72.777222, 75.337778)"
Grove Mountains 052959,48389,Valid,L5,699.0,Found,2006,-72.782778,75.298333,"(-72.782778, 75.298333)"
Grove Mountains 052965,50478,Valid,L6,162.08,Found,2006,-72.77944,75.30889,"(-72.77944, 75.30889)"
Grove Mountains 052968,48390,Valid,L6,75.56,Found,2006,-72.7775,75.305556,"(-72.7775, 75.305556)"
Grove Mountains 052969,50479,Valid,L7,71.26,Found,2006,-72.78194,75.29889,"(-72.78194, 75.29889)"
Grove Mountains 052970,48391,Valid,L5,50.8,Found,2006,-72.777778,75.306111,"(-72.777778, 75.306111)"
Grove Mountains 052971,48392,Valid,L6,45.73,Found,2006,-72.779444,75.308611,"(-72.779444, 75.308611)"
Grove Mountains 052974,48393,Valid,L6,31.33,Found,2006,-72.777222,75.338889,"(-72.777222, 75.338889)"
Grove Mountains 052975,50480,Valid,L5,18.75,Found,2006,-72.77778,75.30528,"(-72.77778, 75.30528)"
Grove Mountains 052978,50481,Valid,L6,8.38,Found,2006,-72.78111,75.29944,"(-72.78111, 75.29944)"
Grove Mountains 052979,50482,Valid,L6,3.27,Found,2006,-72.78667,75.29167,"(-72.78667, 75.29167)"
Grove Mountains 052982,50483,Valid,L6,1.78,Found,2006,-72.78667,75.29167,"(-72.78667, 75.29167)"
Grove Mountains 052984,50484,Valid,L6,1.27,Found,2006,-72.78667,75.29167,"(-72.78667, 75.29167)"
Grove Mountains 052985,46490,Valid,L5,35.53,Found,2006,-72.77917,75.31333,"(-72.77917, 75.31333)"
Grove Mountains 052986,50485,Valid,L6,18.56,Found,2006,-72.77917,75.31333,"(-72.77917, 75.31333)"
Grove Mountains 052988,50486,Valid,H5,18.57,Found,2006,-72.77778,75.31028,"(-72.77778, 75.31028)"
Grove Mountains 052991,48394,Valid,L6,5.11,Found,2006,-72.778056,75.310278,"(-72.778056, 75.310278)"
Grove Mountains 052992,50487,Valid,L6,3.95,Found,2006,-72.78278,75.29667,"(-72.78278, 75.29667)"
Grove Mountains 052996,48395,Valid,L6,0.94,Found,2006,-72.782778,75.296667,"(-72.782778, 75.296667)"
Grove Mountains 053002,50488,Valid,L6,3.36,Found,2006,-72.77833,75.31,"(-72.77833, 75.31)"
Grove Mountains 053004,50489,Valid,L5,1.54,Found,2006,-72.77833,75.31,"(-72.77833, 75.31)"
Grove Mountains 053005,50490,Valid,L6,1.28,Found,2006,-72.77833,75.31,"(-72.77833, 75.31)"
Grove Mountains 053006,48396,Valid,L6,1.2,Found,2006,-72.777222,75.340833,"(-72.777222, 75.340833)"
Grove Mountains 053007,48397,Valid,L6,1.2,Found,2006,-72.778333,75.31,"(-72.778333, 75.31)"
Grove Mountains 053008,50491,Valid,L5,1.31,Found,2006,-72.77778,75.30889,"(-72.77778, 75.30889)"
Grove Mountains 053016,46491,Valid,H6,1.68,Found,2006,-72.77194,75.3325,"(-72.77194, 75.3325)"
Grove Mountains 053022,50492,Valid,L5,1.54,Found,2006,-72.79083,75.28028,"(-72.79083, 75.28028)"
Grove Mountains 053023,50493,Valid,L4,2.21,Found,2006,-72.78972,75.28028,"(-72.78972, 75.28028)"
Grove Mountains 053025,46492,Valid,H5,4.83,Found,2006,-72.79,75.28333,"(-72.79, 75.28333)"
Grove Mountains 053026,48398,Valid,H5,2.24,Found,2006,-72.79,75.283333,"(-72.79, 75.283333)"
Grove Mountains 053030,46493,Valid,H5,4.76,Found,2006,-72.78722,75.29306,"(-72.78722, 75.29306)"
Grove Mountains 053039,46494,Valid,H4,3.01,Found,2006,-72.79306,75.27889,"(-72.79306, 75.27889)"
Grove Mountains 053040,50494,Valid,H4,2.53,Found,2006,-72.77639,75.27889,"(-72.77639, 75.27889)"
Grove Mountains 053041,48399,Valid,H5,1.2,Found,2006,-72.793056,75.278889,"(-72.793056, 75.278889)"
Grove Mountains 053045,48400,Valid,H5,0.74,Found,2006,-72.793056,75.278889,"(-72.793056, 75.278889)"
Grove Mountains 053047,48401,Valid,H5,0.82,Found,2006,-72.773333,75.348333,"(-72.773333, 75.348333)"
Grove Mountains 053049,48402,Valid,H5,0.67,Found,2006,-72.782778,75.289722,"(-72.782778, 75.289722)"
Grove Mountains 053065,50495,Valid,H6,0.51,Found,2006,-72.78278,75.28972,"(-72.78278, 75.28972)"
Grove Mountains 053076,48403,Valid,L6,53.58,Found,2006,-72.779167,75.315556,"(-72.779167, 75.315556)"
Grove Mountains 053077,50496,Valid,L5,50.23,Found,2006,-72.77917,75.31556,"(-72.77917, 75.31556)"
Grove Mountains 053080,50497,Valid,L5,29.27,Found,2006,-72.77917,75.31556,"(-72.77917, 75.31556)"
Grove Mountains 053081,48404,Valid,L6,28.1,Found,2006,-72.773611,75.319722,"(-72.773611, 75.319722)"
Grove Mountains 053083,48405,Valid,L5,22.71,Found,2006,-72.779167,75.315556,"(-72.779167, 75.315556)"
Grove Mountains 053084,50498,Valid,L6,18.69,Found,2006,-72.77917,75.31556,"(-72.77917, 75.31556)"
Grove Mountains 053085,48406,Valid,L6,20.28,Found,2006,-72.779167,75.315556,"(-72.779167, 75.315556)"
Grove Mountains 053088,48407,Valid,L5,12.67,Found,2006,-72.779167,75.315556,"(-72.779167, 75.315556)"
Grove Mountains 053089,48408,Valid,L6,5.01,Found,2006,-72.779167,75.315556,"(-72.779167, 75.315556)"
Grove Mountains 053090,48409,Valid,L6,8.68,Found,2006,-72.789722,75.290278,"(-72.789722, 75.290278)"
Grove Mountains 053093,48410,Valid,H5,2.62,Found,2006,-72.779167,75.315556,"(-72.779167, 75.315556)"
Grove Mountains 053100,50499,Valid,H5,1.19,Found,2006,-72.78944,75.27833,"(-72.78944, 75.27833)"
Grove Mountains 053106,50500,Valid,L6,6.88,Found,2006,-72.77778,75.32639,"(-72.77778, 75.32639)"
Grove Mountains 053113,50501,Valid,L6,1.38,Found,2006,-72.78083,75.30639,"(-72.78083, 75.30639)"
Grove Mountains 053114,48411,Valid,L6,0.7,Found,2006,-72.780833,75.306667,"(-72.780833, 75.306667)"
Grove Mountains 053117,50502,Valid,L6,12.28,Found,2006,-72.78111,75.30833,"(-72.78111, 75.30833)"
Grove Mountains 053128,50503,Valid,L5,3.26,Found,2006,-72.76944,75.3375,"(-72.76944, 75.3375)"
Grove Mountains 053132,46495,Valid,H5,2.5,Found,2006,-72.76944,75.3375,"(-72.76944, 75.3375)"
Grove Mountains 053140,50504,Valid,L6,26.96,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053145,50505,Valid,H4,8.25,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053149,46496,Valid,H6,2.29,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053151,48412,Valid,H5,1.33,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053167,46988,Valid,H3,3.12,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053168,46989,Valid,H5,3.38,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053171,48413,Valid,H5,0.94,Found,2006,-72.7825,75.300278,"(-72.7825, 75.300278)"
Grove Mountains 053176,48414,Valid,H6,0.95,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053180,48415,Valid,H5,0.77,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053183,48416,Valid,H5,0.75,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053184,50506,Valid,H4,0.51,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053196,50507,Valid,H5,0.5,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053201,48417,Valid,H4,3.01,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053202,50508,Valid,L6,1.43,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053203,50509,Valid,L6,1.27,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053209,46990,Valid,H4,2.92,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053211,48418,Valid,H6,1.41,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053213,48419,Valid,H5,1.4,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053214,48420,Valid,H4,0.7,Found,2006,-72.7825,75.300278,"(-72.7825, 75.300278)"
Grove Mountains 053227,48421,Valid,L5,1.77,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053229,48422,Valid,L6,2.18,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053230,50510,Valid,H5,1.54,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053231,50511,Valid,L5,1.32,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053256,50512,Valid,L5,0.5,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053276,50513,Valid,L5,5.16,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053279,50514,Valid,L5,3.22,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053283,50515,Valid,L6,1.58,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053289,48423,Valid,L6,0.82,Found,2006,-72.7825,75.300556,"(-72.7825, 75.300556)"
Grove Mountains 053294,48424,Valid,L5,0.75,Found,2006,-72.774722,75.34,"(-72.774722, 75.34)"
Grove Mountains 053297,48425,Valid,L6,0.82,Found,2006,-72.7825,75.301667,"(-72.7825, 75.301667)"
Grove Mountains 053315,50516,Valid,L6,0.5,Found,2006,-72.77472,75.34,"(-72.77472, 75.34)"
Grove Mountains 053340,50517,Valid,L6,160.87,Found,2006,-72.77722,75.32833,"(-72.77722, 75.32833)"
Grove Mountains 053341,46991,Valid,L6,137.48,Found,2006,-72.77722,75.32833,"(-72.77722, 75.32833)"
Grove Mountains 053344,50518,Valid,L6,29.59,Found,2006,-72.77944,75.31333,"(-72.77944, 75.31333)"
Grove Mountains 053345,50519,Valid,L5,26.85,Found,2006,-72.77933,75.3134,"(-72.77933, 75.3134)"
Grove Mountains 053347,48426,Valid,L6,0.67,Found,2006,-72.779444,75.313333,"(-72.779444, 75.313333)"
Grove Mountains 053362,50520,Valid,H5,1.76,Found,2006,-72.77944,75.29861,"(-72.77944, 75.29861)"
Grove Mountains 053363,50521,Valid,H5,1.32,Found,2006,-72.77944,75.29861,"(-72.77944, 75.29861)"
Grove Mountains 053364,50522,Valid,H5,1.38,Found,2006,-72.77944,75.29861,"(-72.77944, 75.29861)"
Grove Mountains 053389,50523,Valid,L6,2.42,Found,2006,-72.77944,75.29861,"(-72.77944, 75.29861)"
Grove Mountains 053397,48427,Valid,L6,0.83,Found,2006,-72.779444,75.298611,"(-72.779444, 75.298611)"
Grove Mountains 053399,50524,Valid,L6,0.51,Found,2006,-72.77944,75.29861,"(-72.77944, 75.29861)"
Grove Mountains 053419,50525,Valid,L6,3.36,Found,2006,-72.79361,75.28472,"(-72.79361, 75.28472)"
Grove Mountains 053423,50526,Valid,H5,1.31,Found,2006,-72.79357,75.2846,"(-72.79357, 75.2846)"
Grove Mountains 053424,48428,Valid,L6,0.83,Found,2006,-72.782222,75.302222,"(-72.782222, 75.302222)"
Grove Mountains 053425,48429,Valid,H4,0.75,Found,2006,-72.793611,75.284722,"(-72.793611, 75.284722)"
Grove Mountains 053431,50527,Valid,L5,1.57,Found,2006,-72.79139,75.28083,"(-72.79139, 75.28083)"
Grove Mountains 053441,48430,Valid,L6,0.83,Found,2006,-72.791389,75.280833,"(-72.791389, 75.280833)"
Grove Mountains 053458,50528,Valid,L6,2.22,Found,2006,-72.79056,75.27972,"(-72.79056, 75.27972)"
Grove Mountains 053462,48431,Valid,H4,0.67,Found,2006,-72.790556,75.279722,"(-72.790556, 75.279722)"
Grove Mountains 053474,48432,Valid,L5,12.67,Found,2006,-72.791389,75.281667,"(-72.791389, 75.281667)"
Grove Mountains 053477,50529,Valid,L5,2.55,Found,2006,-72.78778,75.27028,"(-72.78778, 75.27028)"
Grove Mountains 053478,50530,Valid,L5,2.51,Found,2006,-72.78778,75.27028,"(-72.78778, 75.27028)"
Grove Mountains 053479,48433,Valid,L6,2.47,Found,2006,-72.781944,75.3025,"(-72.781944, 75.3025)"
Grove Mountains 053480,50531,Valid,L6,1.44,Found,2006,-72.78778,75.27028,"(-72.78778, 75.27028)"
Grove Mountains 053481,50532,Valid,L6,1.81,Found,2006,-72.78778,75.27028,"(-72.78778, 75.27028)"
Grove Mountains 053483,50533,Valid,L6,1.44,Found,2006,-72.78778,75.27028,"(-72.78778, 75.27028)"
Grove Mountains 053486,48434,Valid,L6,0.76,Found,2006,-72.787778,75.270278,"(-72.787778, 75.270278)"
Grove Mountains 053489,48435,Valid,L6,456.0,Found,2006,-72.781111,75.305833,"(-72.781111, 75.305833)"
Grove Mountains 053490,48436,Valid,L6,254.0,Found,2006,-72.781944,75.301944,"(-72.781944, 75.301944)"
Grove Mountains 053491,50534,Valid,L6,336.0,Found,2006,-72.77889,75.31889,"(-72.77889, 75.31889)"
Grove Mountains 053492,48437,Valid,L4,240.0,Found,2006,-72.7675,75.318056,"(-72.7675, 75.318056)"
Grove Mountains 053494,48438,Valid,L6,11.94,Found,2006,-72.778889,75.316667,"(-72.778889, 75.316667)"
Grove Mountains 053495,50535,Valid,L6,8.8,Found,2006,-72.77889,75.31667,"(-72.77889, 75.31667)"
Grove Mountains 053496,48439,Valid,L5,1.77,Found,2006,-72.778889,75.316667,"(-72.778889, 75.316667)"
Grove Mountains 053498,48440,Valid,L6,0.82,Found,2006,-72.778889,75.316667,"(-72.778889, 75.316667)"
Grove Mountains 053503,50536,Valid,L6,49.59,Found,2006,-72.77944,75.31861,"(-72.77944, 75.31861)"
Grove Mountains 053506,50537,Valid,L6,45.08,Found,2006,-72.77861,75.31861,"(-72.77861, 75.31861)"
Grove Mountains 053507,48441,Valid,L6,46.85,Found,2006,-72.781944,75.301944,"(-72.781944, 75.301944)"
Grove Mountains 053508,48442,Valid,L6,53.24,Found,2006,-72.778611,75.318611,"(-72.778611, 75.318611)"
Grove Mountains 053517,50538,Valid,L6,2.43,Found,2006,-72.78111,75.30583,"(-72.78111, 75.30583)"
Grove Mountains 053524,48443,Valid,L5,31.81,Found,2006,-72.778889,75.315556,"(-72.778889, 75.315556)"
Grove Mountains 053525,50539,Valid,L5,19.18,Found,2006,-72.77889,75.3156,"(-72.77889, 75.3156)"
Grove Mountains 053527,50540,Valid,L6,395.0,Found,2006,-72.78194,75.29806,"(-72.78194, 75.29806)"
Grove Mountains 053530,48444,Valid,L6,225.0,Found,2006,-72.782222,75.301111,"(-72.782222, 75.301111)"
Grove Mountains 053532,50541,Valid,L5,80.25,Found,2006,-72.77917,75.30917,"(-72.77917, 75.30917)"
Grove Mountains 053534,50542,Valid,L6,78.43,Found,2006,-72.78111,75.29861,"(-72.78111, 75.29861)"
Grove Mountains 053535,50543,Valid,L6,49.8,Found,2006,-72.78,75.2992,"(-72.78, 75.2992)"
Grove Mountains 053536,50544,Valid,L6,3.4,Found,2006,-72.77806,75.30583,"(-72.77806, 75.30583)"
Grove Mountains 053542,50545,Valid,L6,21.64,Found,2006,-72.77972,75.30833,"(-72.77972, 75.30833)"
Grove Mountains 053544,50546,Valid,L5,16.56,Found,2006,-72.77833,75.30639,"(-72.77833, 75.30639)"
Grove Mountains 053549,50547,Valid,L6,8.92,Found,2006,-72.77917,75.30806,"(-72.77917, 75.30806)"
Grove Mountains 053553,50548,Valid,L6,18.81,Found,2006,-72.77833,75.305,"(-72.77833, 75.305)"
Grove Mountains 053556,50549,Valid,L6,9.09,Found,2006,-72.78139,75.3,"(-72.78139, 75.3)"
Grove Mountains 053562,50550,Valid,L6,26.75,Found,2006,-72.78167,75.3,"(-72.78167, 75.3)"
Grove Mountains 053565,48445,Valid,L5,12.63,Found,2006,-72.781667,75.3,"(-72.781667, 75.3)"
Grove Mountains 053566,50551,Valid,L5,12.38,Found,2006,-72.78167,75.3,"(-72.78167, 75.3)"
Grove Mountains 053569,48446,Valid,L6,8.45,Found,2006,-72.782222,75.308611,"(-72.782222, 75.308611)"
Grove Mountains 053571,50552,Valid,L5,9.1,Found,2006,-72.78222,75.3086,"(-72.78222, 75.3086)"
Grove Mountains 053579,50553,Valid,L6,3.85,Found,2006,-72.78083,75.30111,"(-72.78083, 75.30111)"
Grove Mountains 053580,50554,Valid,L6,1.79,Found,2006,-72.78083,75.30111,"(-72.78083, 75.30111)"
Grove Mountains 053582,50555,Valid,L6,8.79,Found,2006,-72.7825,75.30028,"(-72.7825, 75.30028)"
Grove Mountains 053583,50556,Valid,L6,4.92,Found,2006,-72.7825,75.30028,"(-72.7825, 75.30028)"
Grove Mountains 053584,50557,Valid,L6,2.8,Found,2006,-72.7825,75.3003,"(-72.7825, 75.3003)"
Grove Mountains 053586,50558,Valid,L6,3.27,Found,2006,-72.7825,75.30028,"(-72.7825, 75.30028)"
Grove Mountains 053589,48447,Valid,L5,1.4,Found,2006,-72.7825,75.300278,"(-72.7825, 75.300278)"
Grove Mountains 053591,48448,Valid,L6,0.77,Found,2006,-72.7825,75.300278,"(-72.7825, 75.300278)"
Grove Mountains 053596,48449,Valid,L6,8.39,Found,2006,-72.779167,75.310556,"(-72.779167, 75.310556)"
Grove Mountains 053602,50559,Valid,L6,3.22,Found,2006,-72.77972,75.3075,"(-72.77972, 75.3075)"
Grove Mountains 053603,50560,Valid,L6,3.27,Found,2006,-72.77972,75.3075,"(-72.77972, 75.3075)"
Grove Mountains 053605,50561,Valid,L6,1.53,Found,2006,-72.77972,75.3075,"(-72.77972, 75.3075)"
Grove Mountains 053606,50562,Valid,L4,1.75,Found,2006,-72.77972,75.3075,"(-72.77972, 75.3075)"
Grove Mountains 053610,48450,Valid,L6,5.01,Found,2006,-72.780556,75.3075,"(-72.780556, 75.3075)"
Grove Mountains 053616,48451,Valid,L5,2.96,Found,2006,-72.780556,75.3075,"(-72.780556, 75.3075)"
Grove Mountains 053617,48452,Valid,L6,2.61,Found,2006,-72.779167,75.310556,"(-72.779167, 75.310556)"
Grove Mountains 053621,50563,Valid,L6,1.8,Found,2006,-72.78194,75.30056,"(-72.78194, 75.30056)"
Grove Mountains 053622,50564,Valid,L6,2.43,Found,2006,-72.78194,75.30056,"(-72.78194, 75.30056)"
Grove Mountains 053623,48453,Valid,L5,1.45,Found,2006,-72.781944,75.300556,"(-72.781944, 75.300556)"
Grove Mountains 053625,50565,Valid,L6,1.27,Found,2006,-72.78194,75.30056,"(-72.78194, 75.30056)"
Grove Mountains 053629,48454,Valid,L6,0.7,Found,2006,-72.781944,75.300556,"(-72.781944, 75.300556)"
